arm,panel,readers,writers,run,mlookups_s,mrenames_s,conserved
bucketlock,lookup,128,8,5,1117.93,2.02776,OK
bucketlock,lookup,128,8,6,1176.36,2.03383,OK
bucketlock,lookup,128,8,7,1243.4,1.87434,OK
bucketlock,lookup,184,8,1,1484.15,1.86739,OK
bucketlock,lookup,184,8,2,1477.52,1.85295,OK
bucketlock,lookup,184,8,3,1553.86,1.81269,OK
bucketlock,lookup,184,8,4,1492.03,1.91399,OK
bucketlock,lookup,184,8,5,1388,2.25517,OK
bucketlock,lookup,184,8,6,1480.67,2.23581,OK
bucketlock,lookup,184,8,7,1540.97,2.0194,OK
bucketlock,readdir,184,8,1,218.614,1725.58,OK
bucketlock,readdir,184,8,2,215.259,1696.92,OK
bucketlock,readdir,184,8,3,215.728,1700.63,OK
bucketlock,readdir,184,8,4,216.961,1711.24,OK
bucketlock,readdir,184,8,5,244.195,1927.63,OK
bucketlock,readdir,184,8,6,246.908,1952.4,OK
bucketlock,readdir,184,8,7,222.093,1753.42,OK
bucketlock-w32,lookup,8,8,1,147.18,4.70565,OK
bucketlock-w32,lookup,8,8,2,149.229,4.68882,OK
bucketlock-w32,lookup,8,8,3,148.931,4.59677,OK
bucketlock-w32,lookup,8,8,4,151.555,4.54285,OK
bucketlock-w32,lookup,8,8,5,148.919,4.655,OK
bucketlock-w32,lookup,8,8,6,150.417,4.57457,OK
bucketlock-w32,lookup,8,8,7,149.42,4.7066,OK
bucketlock-w32,lookup,32,8,1,480.401,3.45528,OK
bucketlock-w32,lookup,32,8,2,455.677,3.50768,OK
bucketlock-w32,lookup,32,8,3,506.985,3.34771,OK
bucketlock-w32,lookup,32,8,4,495.635,5.24545,OK
bucketlock-w32,lookup,32,8,5,518.04,5.05477,OK
bucketlock-w32,lookup,32,8,6,532.263,5.28988,OK
bucketlock-w32,lookup,32,8,7,526.082,5.3923,OK
bucketlock-w32,lookup,64,8,1,810.014,4.6869,OK
bucketlock-w32,lookup,64,8,2,690.24,3.23442,OK
bucketlock-w32,lookup,64,8,3,740.466,3.13277,OK
bucketlock-w32,lookup,64,8,4,776.785,3.16812,OK
bucketlock-w32,lookup,64,8,5,829.02,4.73973,OK
bucketlock-w32,lookup,64,8,6,760.55,3.07852,OK
bucketlock-w32,lookup,64,8,7,755.605,3.13368,OK
bucketlock-w32,lookup,128,8,1,1170.25,1.93761,OK
bucketlock-w32,lookup,128,8,2,1187.44,2.01135,OK
bucketlock-w32,lookup,128,8,3,1146.84,1.99943,OK
bucketlock-w32,lookup,128,8,4,1183.89,1.96008,OK
bucketlock-w32,lookup,128,8,5,1127.46,2.0335,OK
bucketlock-w32,lookup,128,8,6,1200.87,2.00423,OK
bucketlock-w32,lookup,128,8,7,1224.09,1.94058,OK
bucketlock-w32,lookup,184,8,1,1505.1,1.88815,OK
bucketlock-w32,lookup,184,8,2,1415.91,1.89395,OK
bucketlock-w32,lookup,184,8,3,1468,1.93244,OK
bucketlock-w32,lookup,184,8,4,1451.84,1.95111,OK
bucketlock-w32,lookup,184,8,5,1412.9,1.87485,OK
bucketlock-w32,lookup,184,8,6,1503.39,1.82544,OK
bucketlock-w32,lookup,184,8,7,1527.82,1.86013,OK
bucketlock-w32,readdir,184,8,1,229.138,1807.78,OK
bucketlock-w32,readdir,184,8,2,238.836,1883.92,OK
bucketlock-w32,readdir,184,8,3,247.621,1954.99,OK
bucketlock-w32,readdir,184,8,4,235.67,1861.49,OK
bucketlock-w32,readdir,184,8,5,240.89,1905.7,OK
bucketlock-w32,readdir,184,8,6,221.359,1746.37,OK
bucketlock-w32,readdir,184,8,7,217.416,1713.8,OK
bucketlock-w32-shrink,lookup,8,8,1,142.472,4.68154,OK
bucketlock-w32-shrink,lookup,8,8,2,145.043,4.69739,OK
bucketlock-w32-shrink,lookup,8,8,3,144.928,4.6346,OK
bucketlock-w32-shrink,lookup,8,8,4,157.177,5.80735,OK
bucketlock-w32-shrink,lookup,8,8,5,153.775,5.98534,OK
bucketlock-w32-shrink,lookup,8,8,6,150.074,5.8702,OK
bucketlock-w32-shrink,lookup,8,8,7,154.41,5.95434,OK
bucketlock-w32-shrink,lookup,32,8,1,483.939,3.26713,OK
bucketlock-w32-shrink,lookup,32,8,2,452.891,3.57142,OK
bucketlock-w32-shrink,lookup,32,8,3,448.5,3.49725,OK
bucketlock-w32-shrink,lookup,32,8,4,452.179,3.54888,OK
bucketlock-w32-shrink,lookup,32,8,5,452.726,3.40949,OK
bucketlock-w32-shrink,lookup,32,8,6,502.154,5.31496,OK
bucketlock-w32-shrink,lookup,32,8,7,459.443,5.32273,OK
bucketlock-w32-shrink,lookup,64,8,1,781.366,4.72638,OK
bucketlock-w32-shrink,lookup,64,8,2,745.359,4.68772,OK
bucketlock-w32-shrink,lookup,64,8,3,781.009,4.88901,OK
bucketlock-w32-shrink,lookup,64,8,4,805.352,4.67667,OK
bucketlock-w32-shrink,lookup,64,8,5,792.211,4.75184,OK
bucketlock-w32-shrink,lookup,64,8,6,710.566,3.09457,OK
bucketlock-w32-shrink,lookup,64,8,7,711.059,3.16691,OK
bucketlock-w32-shrink,lookup,128,8,1,1132.15,2.01475,OK
