panel,alloc,engine,run,cores,nreaders,b,keys_per_sl,width,mmoves_s,ns_per_keymove,mqueries_s,hitpct
read,jemalloc,existence,1,1,8,3840,3840,3,0.632907,1580.01,10.8536,98.3
read,jemalloc,existence,2,1,8,3840,3840,3,0.632922,1579.97,11.0051,98.0
read,jemalloc,existence,3,1,8,3840,3840,3,0.632915,1579.99,10.8687,98.1
read,jemalloc,txn-mp3,1,1,8,3840,3840,3,0.874579,1143.41,32.6417,100.0
read,jemalloc,txn-mp3,2,1,8,3840,3840,3,0.886075,1128.57,32.7936,100.0
read,jemalloc,txn-mp3,3,1,8,3840,3840,3,0.874575,1143.41,32.705,100.0
read,jemalloc,existence,1,1,16,3840,3840,3,0.563878,1773.43,21.61,98.2
read,jemalloc,existence,2,1,16,3840,3840,3,0.552365,1810.4,21.8692,97.6
read,jemalloc,existence,3,1,16,3840,3840,3,0.552359,1810.42,21.8457,97.4
read,jemalloc,txn-mp3,1,1,16,3840,3840,3,0.655932,1524.55,65.1555,100.0
read,jemalloc,txn-mp3,2,1,16,3840,3840,3,0.667435,1498.27,65.1649,100.0
read,jemalloc,txn-mp3,3,1,16,3840,3840,3,0.667466,1498.2,65.301,100.0
read,jemalloc,existence,1,1,32,3840,3840,3,0.483292,2069.14,43.3439,100.0
read,jemalloc,existence,2,1,32,3840,3840,3,0.483294,2069.13,43.6827,99.9
read,jemalloc,existence,3,1,32,3840,3840,3,0.483333,2068.97,43.543,99.9
read,jemalloc,txn-mp3,1,1,32,3840,3840,3,0.575586,1737.36,129.335,100.0
read,jemalloc,txn-mp3,2,1,32,3840,3840,3,0.563839,1773.56,129.768,100.0
read,jemalloc,txn-mp3,3,1,32,3840,3840,3,0.575393,1737.94,129.432,100.0
read,jemalloc,existence,1,1,64,3840,3840,3,0.414251,2414,85.741,100.0
read,jemalloc,existence,2,1,64,3840,3840,3,0.414275,2413.86,85.2952,100.0
read,jemalloc,existence,3,1,64,3840,3840,3,0.41428,2413.83,87.7914,100.0
read,jemalloc,txn-mp3,1,1,64,3840,3840,3,0.494818,2020.94,251.857,100.0
read,jemalloc,txn-mp3,2,1,64,3840,3840,3,0.494803,2021.01,253.297,100.0
read,jemalloc,txn-mp3,3,1,64,3840,3840,3,0.494932,2020.48,252.836,100.0
read,jemalloc,existence,1,1,96,3840,3840,3,0.264657,3778.47,118.962,100.0
read,jemalloc,existence,2,1,96,3840,3840,3,0.26468,3778.14,117.98,100.0
read,jemalloc,existence,3,1,96,3840,3840,3,0.264739,3777.3,117.052,100.0
read,jemalloc,txn-mp3,1,1,96,3840,3840,3,0.380085,2630.99,332.782,100.0
read,jemalloc,txn-mp3,2,1,96,3840,3840,3,0.368227,2715.72,331.158,100.0
read,jemalloc,txn-mp3,3,1,96,3840,3840,3,0.357034,2800.86,339.293,100.0
read,jemalloc,existence,1,1,191,3840,3840,3,0.207123,4828.05,226.215,100.0
read,jemalloc,existence,2,1,191,3840,3840,3,0.195633,5111.62,232.369,100.0
read,jemalloc,existence,3,1,191,3840,3840,3,0.16111,6206.95,242.276,100.0
read,jemalloc,txn-mp3,1,1,191,3840,3840,3,0.207162,4827.13,657.083,100.0
read,jemalloc,txn-mp3,2,1,191,3840,3840,3,0.207268,4824.68,659.046,100.0
read,jemalloc,txn-mp3,3,1,191,3840,3840,3,0.207218,4825.84,660.024,100.0
